id,name,cin,city,created_at,postal_code,street,street_number,updated_at,uri
421122,"Základná škola s materskou školou, Ulica bratrícka 355/19, Lučenec",37898086,Lučenec,2019-07-07T04:00:03.100Z,98401,Ulica bratrícka,19,2019-07-07T04:00:03.100Z,ico://sk/37898086
421123,Obec Streda nad Bodrogom - Matričný úrad,331970,,2019-07-07T04:00:03.112Z,07631,Hlavná,174,2019-07-07T04:00:03.112Z,ico://sk/00331970_10001
421124,"Správca - SPHYRNA Insolvency, k.s.",48485357,Bratislava,2019-07-07T04:00:03.119Z,,Kominárska,"2,4",2019-07-07T04:00:03.119Z,ico://sk/48485357_00580
421125,"Ministerstvo obrany SR, Sekcia legislatívy a práva",30845572,,2019-07-07T04:00:03.129Z,832 47,Kutuzovova,,2019-07-07T04:00:03.129Z,ico://sk/30845572_0004
421126,"Asociácia pre rozhodcovské konanie z.z.p.o., Hlavné nám. 3, Bratislava",35927283,Bratislava - mestská časť Staré Mesto,2019-07-07T04:00:03.137Z,81101,Hlavné námestie,3,2019-07-07T04:00:03.137Z,ico://sk/35927283_10001
421127,"Spojená škola Sv. Jozefa, Jašíkova 219, Turzovka",30223423,Turzovka,2019-07-07T04:00:03.152Z,02354,Jašíkova,,2019-07-07T04:00:03.152Z,ico://sk/30223423
421128,"Základná umelecká škola, Štúrova 1030/6, Tornaľa",37897110,Tornaľa,2019-07-07T04:00:03.163Z,98201,Šúrova,6,2019-07-07T04:00:03.163Z,ico://sk/37897110
421129,"Základná škola s materskou školou, Želiarska 2217/4, Košice",42107652,Košice - mestská časť Sídlisko Ťahanovce,2019-07-07T04:00:03.170Z,04013,Želiarska,4,2019-07-07T04:00:03.170Z,ico://sk/42107652
421130,"Ministerstvo obrany SR, Sekcia riadenia obrany, výstavby OS a obranného plánovania",30845572,,2019-07-07T04:00:03.177Z,83247,Kutuzovova,,2019-07-07T04:00:03.177Z,ico://sk/30845572_0013
421131,"Základná škola s materskou školou, Školská 16, Markušovce",35546018,Markušovce,2019-07-07T04:00:03.181Z,05321,Školská,16,2019-07-07T04:00:03.181Z,ico://sk/35546018
421132,"Cirkevná spojená škola Panny Márie, Brnenské námestie 15, Kolárovo",31825729,Kolárovo,2019-07-07T04:00:03.185Z,94603,Brnenské námestie,15,2019-07-07T04:00:03.185Z,ico://sk/31825729
421133,Základná umelecká škola Mikuláša Schneidera - Trnavského,34000208,Trnava,2019-07-07T04:00:03.194Z,91701,Štefánikova,92/2,2019-07-07T04:00:03.194Z,ico://sk/34000208
421134,"Správca - KORE management, k. s.",48485357,Zvolen,2019-07-07T04:00:03.200Z,,Stráž,223,2019-07-07T04:00:03.200Z,ico://sk/48485357_00592
421135,Základná škola s materskou  školou Ivanovce,36129861,,2019-07-07T04:00:03.204Z,91305,,,2019-07-07T04:00:03.204Z,ico://sk/36129861
421136,"Ministerstvo obrany SR, Úrad centrálnej logistiky",30845572,,2019-07-07T04:00:03.209Z,832 47,Kutuzovova,,2019-07-07T04:00:03.209Z,ico://sk/30845572_0008
421137,"Ministerstvo obrany SR, Národné centrum vojenskej dopravy - colní deklaranti",30845572,,2019-07-07T04:00:03.216Z,832 47,Kutuzovova,,2019-07-07T04:00:03.216Z,ico://sk/30845572_0011
421138,Základná škola Necpaly,316814,,2019-07-07T04:00:03.223Z,03812,,,2019-07-07T04:00:03.223Z,ico://sk/00316814_10001
421139,Základná škola,35995912,Púchov,2019-07-07T04:00:03.231Z,02001,Gorazdova,2,2019-07-07T04:00:03.231Z,ico://sk/35995912
421140,"Ministerstvo obrany SR, Sekcia ľudských zdrojov",30845572,,2019-07-07T04:00:03.240Z,832 47,Kutuzovova,,2019-07-07T04:00:03.240Z,ico://sk/30845572_0002
421141,Správca - Consilior Insolvency k. s.,48485357,Bratislava,2019-07-07T04:00:03.247Z,,Radlinského,51,2019-07-07T04:00:03.247Z,ico://sk/48485357_00577
421142,Materská škola,42085438,Prešov,2019-07-07T04:00:03.256Z,08001,Antona Prídavka,,2019-07-07T04:00:03.256Z,ico://sk/42085438
421143,"Správca - Hasara David, Mgr.",48485357,Zvolen,2019-07-07T04:00:03.264Z,,Stráž,223,2019-07-07T04:00:03.264Z,ico://sk/48485357_00574
421144,"Správca - AENEA Konkurzy a reštrukturalizácie, k.s.",48485357,Bratislava,2019-07-07T04:00:03.273Z,,Jozefská,7329/3,2019-07-07T04:00:03.273Z,ico://sk/48485357_00578
421145,Obec Halič - matričný úrad,316091,,2019-07-07T04:00:03.279Z,985 11,Mieru,66,2019-07-07T04:00:03.279Z,ico://sk/00316091_1001
421146,"Základná škola s materskou školou Štefana Moysesa, A. Kmeťa 1, Žiar nad Hronom",622605,Žiar nad Hronom,2019-07-07T04:00:03.285Z,96501,A. Kmeťa,1,2019-07-07T04:00:03.285Z,ico://sk/00622605
421147,Základná škola s materskou školou Lomnička 29,35534656,Lomnička,2019-07-07T04:00:03.294Z,06503,,29,2019-07-07T04:00:03.294Z,ico://sk/35534656
421148,"Stredná odborná škola obchodu a služieb, Sídlisko duklianskych hrdinov 3, Prešov",17078482,Prešov,2019-07-07T04:00:03.303Z,08134,Sídlisko duklianskych hrdinov,3,2019-07-07T04:00:03.303Z,ico://sk/17078482
421149,Základná škola Záhradné,328022,,2019-07-07T04:00:03.309Z,082 16,Hlavná 90/46,46,2019-07-07T04:00:03.309Z,ico://sk/00328022_10001
421150,Materská škola Hruboňovo,308013,Hruboňovo,2019-07-07T04:00:03.316Z,951 25,,,2019-07-07T04:00:03.316Z,ico://sk/00308013_10001
421151,Základná škola s materskou školou Bzenov 143,37876775,Bzenov,2019-07-07T04:00:03.320Z,08242,Bzenov,,2019-07-07T04:00:03.320Z,ico://sk/37876775
421152,"Cirkevná základná umelecká škola, Stummerova 20, 95501 Topoľčany",37861964,Topoľčany,2019-07-07T04:00:03.325Z,95501,Stummerova,20,2019-07-07T04:00:03.325Z,ico://sk/37861964
421153,Materská škola Livinské Opatovce,699284,,2019-07-07T04:00:03.331Z,95632,,,2019-07-07T04:00:03.331Z,ico://sk/00699284_10001
421154,"Ministerstvo obrany SR, Agentúra správy majetku",30845572,,2019-07-07T04:00:03.336Z,832 47,Kutuzovova,,2019-07-07T04:00:03.336Z,ico://sk/30845572_0015
421155,"Obchodná akadémia, Watsonova 61, Košice",162141,Košice - mestská časť Sever,2019-07-07T04:00:03.341Z,04001,Watsonova,61,2019-07-07T04:00:03.341Z,ico://sk/00162141
421156,Obec Váhovce,306266,Váhovce,2019-07-07T04:00:03.348Z,92562,329,329,2019-07-07T04:00:03.348Z,ico://sk/00306266
421157,"Správca - Grežďo Lukáš, Mgr.",48485357,Topoľčany,2019-07-07T04:00:03.353Z,,Streďanská,1537/14,2019-07-07T04:00:03.353Z,ico://sk/48485357_00584
421158,"Správca - M&L insolvency, k. s.",48485357,Humenné,2019-07-07T04:00:03.357Z,,Námestie slobody,2/3,2019-07-07T04:00:03.357Z,ico://sk/48485357_00539
421159,ZŠ s MŠ sv. Jána Krstiteľa,42036518,Veľká Lesná,2019-07-07T04:00:03.362Z,06534,Veľká Lesná,16,2019-07-07T04:00:03.362Z,ico://sk/42036518
421160,"Správca - Reguli Lukáš, Mgr.",48485357,Nitra,2019-07-07T04:00:03.367Z,,Štefánikova,9,2019-07-07T04:00:03.367Z,ico://sk/48485357_00601
421161,"Stredná odborná škola - Szakközépiskola, Rákocziho 23, Kráľovský Chlmec",35568330,Kráľovský Chlmec,2019-07-07T04:00:03.371Z,07701,Rákocziho,422,2019-07-07T04:00:03.371Z,ico://sk/35568330
421162,"Základná škola Ivana Branislava Zocha, Jilemnického 3, Revúca",37833855,Revúca,2019-07-07T04:00:03.377Z,05001,Jilemnického,3,2019-07-07T04:00:03.377Z,ico://sk/37833855
421163,"Spojená škola, Hálkova 54, Bratislava",51277981,Bratislava - mestská časť Nové Mesto,2019-07-07T04:00:03.381Z,83103,Hálkova,54,2019-07-07T04:00:03.381Z,ico://sk/51277981
421164,Materská škola Hurbanovo,42337062,Hurbanovo,2019-07-07T04:00:03.385Z,94701,Nový diel,50,2019-07-07T04:00:03.385Z,ico://sk/42337062
421165,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu - IOM - VPS,50349287,Bratislava - mestská časť Staré Mesto,2019-07-07T04:00:03.389Z,81105,Štefánikova,15,2019-07-07T04:00:03.389Z,ico://sk/50349287_10002
421166,Správca - 1. oddlžovacia k.s.,48485357,Prešov,2019-07-07T04:00:03.392Z,,Hlavná,50,2019-07-07T04:00:03.392Z,ico://sk/48485357_00586
421167,"Ministerstvo obrany SR, Úrad správy majetku štátu",30845572,,2019-07-07T04:00:03.396Z,83247,Kutuzovova,,2019-07-07T04:00:03.396Z,ico://sk/30845572_0016
421168,Základná škola,36125946,Nemšová,2019-07-07T04:00:03.400Z,91441,Janka Palu,2,2019-07-07T04:00:03.400Z,ico://sk/36125946
421169,"Správca - Jurčová Ľudmila, JUDr.",48485357,Bratislava,2019-07-07T04:00:03.403Z,,Michalská,9,2019-07-07T04:00:03.403Z,ico://sk/48485357_00543
421170,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu - IOM- TechReceive,50349287,Bratislava - mestská časť Staré Mesto,2019-07-07T04:00:03.409Z,81105,Štefánikova,15,2019-07-07T04:00:03.409Z,ico://sk/50349287_10003
421171,"Súkromná spojená škola SEZ Krompachy, Maurerova 55, Krompachy",42102553,Krompachy,2019-07-07T04:00:03.418Z,05342,Maurerova,,2019-07-07T04:00:03.418Z,ico://sk/42102553
421172,"Správca - Praskai Stanislav, Mgr.",48485357,Košice,2019-07-07T04:00:03.430Z,,Vrátna,28,2019-07-07T04:00:03.430Z,ico://sk/48485357_00582
421173,"Stredná odborná škola, Garbiarska 1, Kežmarok",37880012,Kežmarok,2019-07-07T04:00:03.437Z,06001,Garbiarska,1,2019-07-07T04:00:03.437Z,ico://sk/37880012
421174,"Správca - PERSPECTA Recovery, k. s.",48485357,Bratislava,2019-07-07T04:00:03.449Z,,Prievozská,4D,2019-07-07T04:00:03.449Z,ico://sk/48485357_00595
421175,"Základná škola, Šišov 74",36128503,Šišov,2019-07-07T04:00:03.471Z,95638,,,2019-07-07T04:00:03.471Z,ico://sk/36128503
421176,Štátna ochrana prírody Slovenskej republiky (OVM),17058520,Banská Bystrica,2019-07-07T04:00:03.477Z,97409,Tajovského,28B,2019-07-07T04:00:03.477Z,ico://sk/17058520_10001
421177,"Základná škola s materskou školou, J. Mudrocha 1343/19, Senica",42399769,Senica,2019-07-07T04:00:03.484Z,90501,J. Mudrocha,19,2019-07-07T04:00:03.484Z,ico://sk/42399769
421178,"Materská škola, Hurbanova 153/62, Stará Turá",51490609,Stará Turá,2019-07-07T04:00:03.490Z,91601,Hurbanova,62,2019-07-07T04:00:03.490Z,ico://sk/51490609
421179,"Materská škola, Školská 231/2, Huncovce",37874314,Huncovce,2019-07-07T04:00:03.495Z,05992,Školská,2,2019-07-07T04:00:03.495Z,ico://sk/37874314
421180,"Základná škola Andreja Bagara, SNP 6, Trenčianske Teplice",34000976,Trenčianske Teplice,2019-07-07T04:00:03.501Z,91451,SNP,76,2019-07-07T04:00:03.501Z,ico://sk/34000976
421181,"Súkromné športové gymnázium, Užhorodská 39, Košice",35575182,Košice - mestská časť Juh,2019-07-07T04:00:03.508Z,04011,Užhorodská,39,2019-07-07T04:00:03.508Z,ico://sk/35575182
421182,"Základná škola, Užhorodská 39, Košice",31263071,Košice - mestská časť Juh,2019-07-07T04:00:03.517Z,04011,Užhorodská,39,2019-07-07T04:00:03.517Z,ico://sk/31263071
421183,"Základná umelecká škola - výtvarný odbor, Irkutská 1, Košice",35540443,Košice - mestská časť Nad jazerom,2019-07-07T04:00:03.523Z,04012,Irkutská,1,2019-07-07T04:00:03.523Z,ico://sk/35540443
421184,Špeciálna základná škola,31309585,Vtáčkovce,2019-07-07T04:00:03.529Z,04447,,,2019-07-07T04:00:03.529Z,ico://sk/31309585
421185,Materská škola Chminianske Jakubovany,327158,,2019-07-07T04:00:03.533Z,08233,Chminianske Jakubovany,21,2019-07-07T04:00:03.533Z,ico://sk/00327158_10002
421186,"Spojená škola internátna, Karola Supa 48, Lučenec",51066211,Lučenec,2019-07-07T04:00:03.539Z,98403,Karola Supa,48,2019-07-07T04:00:03.539Z,ico://sk/51066211
421187,"Stredná odborná škola vinársko-ovocinárska, Kostolná 3, Modra",162311,Modra,2019-07-07T04:00:03.545Z,90001,Kostolná,,2019-07-07T04:00:03.545Z,ico://sk/00162311
421188,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu - CSRÚ,50349287,Bratislava - mestská časť Staré Mesto,2019-07-07T04:00:03.551Z,81105,Štefánikova,15,2019-07-07T04:00:03.551Z,ico://sk/50349287_10199
421189,Úrad podpredsedu vlády Slovenskej republiky pre investície a informatizáciu - MetaIS,50349287,Bratislava - mestská časť Staré Mesto,2019-07-07T04:00:03.556Z,81105,Štefánikova,15,2019-07-07T04:00:03.556Z,ico://sk/50349287_10004
421190,"Súkromná obchodná akadémia, SNP 16, Žiar nad Hronom",37998218,Žiar nad Hronom,2019-07-07T04:00:03.567Z,96501,SNP,16,2019-07-07T04:00:03.567Z,ico://sk/37998218
421191,"Základná škola s materskou školou, Gogoľova 2143/7, Topoľčany",42211476,Topoľčany,2019-07-07T04:00:03.576Z,95501,Gogoľova,7,2019-07-07T04:00:03.576Z,ico://sk/42211476
421192,"Správca - Ivanová Lenka, JUDr.",48485357,Bratislava,2019-07-07T04:00:03.582Z,,Plynárenská,1,2019-07-07T04:00:03.582Z,ico://sk/48485357_00571
421193,Základná škola Kudlovská,37876741,Humenné,2019-07-07T04:00:03.593Z,06601,Kudlovská,11,2019-07-07T04:00:03.593Z,ico://sk/37876741
421194,"Správca - Ondrušek Miroslav, JUDr.",48485357,Bardejov,2019-07-07T04:00:03.618Z,,Na hradbách,5,2019-07-07T04:00:03.618Z,ico://sk/48485357_00589
421195,Základná škola,31780750,Bratislava - mestská časť Ružinov,2019-07-07T04:00:03.664Z,82105,Mierová,46,2019-07-07T04:00:03.664Z,ico://sk/31780750
421196,Základná umelecká škola Krupina,37831682,Krupina,2019-07-07T04:00:03.670Z,96301,Svätotrojičné námestie,7,2019-07-07T04:00:03.670Z,ico://sk/37831682
421197,"Správca - Schwarz Richard, JUDr.",48485357,Nové Zámky,2019-07-07T04:00:03.677Z,,Rákocziho,12,2019-07-07T04:00:03.677Z,ico://sk/48485357_00573
421198,Základná škola Veľký Klíž 106,311308,,2019-07-07T04:00:03.684Z,958 45,Klíž,,2019-07-07T04:00:03.684Z,ico://sk/00311308_10001
421199,"Správca - Dubeň Ľubomír, Ing.",48485357,Chorvátsky Grob,2019-07-07T04:00:03.694Z,,Dubová,3156/14,2019-07-07T04:00:03.694Z,ico://sk/48485357_00575
421200,"Základná škola, Levočská 6, Stará Ľubovňa",35534699,Stará Ľubovňa,2019-07-07T04:00:03.704Z,06401,Levočská,6,2019-07-07T04:00:03.704Z,ico://sk/35534699
421201,"Spojená škola, Oslobodenia 165, Belá",42064813,Belá,2019-07-07T04:00:03.708Z,01305,Oslobodenia,,2019-07-07T04:00:03.708Z,ico://sk/42064813
421202,"Základná škola s materskou školou, Vagonárska ulica 4, Poprad - Spišská Sobota",17068223,Poprad,2019-07-07T04:00:03.715Z,05801,Vagonárska ulica,4,2019-07-07T04:00:03.715Z,ico://sk/17068223
421203,"Hotelová akadémia Otta Brucknera, MUDr. Alexandra, Kežmarok",162175,Kežmarok,2019-07-07T04:00:03.719Z,06001,MUDr. Alexandra,,2019-07-07T04:00:03.719Z,ico://sk/00162175
421204,"Základná škola, Strážnická 26, Ľubotice",37870530,Ľubotice,2019-07-07T04:00:03.732Z,08006,Strážnická,,2019-07-07T04:00:03.732Z,ico://sk/37870530
421205,"Základná škola, Polianska 1, Košice",35540486,Košice - mestská časť Sever,2019-07-07T04:00:03.737Z,04001,Polianska,1,2019-07-07T04:00:03.737Z,ico://sk/35540486
421206,"Gymnázium, Školská 7, Spišská Nová Ves",161195,Spišská Nová Ves,2019-07-07T04:00:03.741Z,05201,Školská,7,2019-07-07T04:00:03.741Z,ico://sk/00161195
421207,"Základná škola, Bukovecká 17, Košice",31263151,Košice - mestská časť Nad jazerom,2019-07-07T04:00:03.747Z,04012,Bukovecká,17,2019-07-07T04:00:03.747Z,ico://sk/31263151
421208,"Základná škola, Bruselská 18, Košice",35540460,Košice - mestská časť Sídlisko Ťahanovce,2019-07-07T04:00:03.753Z,04013,Bruselská,,2019-07-07T04:00:03.753Z,ico://sk/35540460
421209,Základná škola s VJM Blhovce,318621,,2019-07-07T04:00:03.757Z,98032,,,2019-07-07T04:00:03.757Z,ico://sk/00318621_710059582
421210,"Správca - Vavreková Dagmar, JUDr.",48485357,Banská Bystrica,2019-07-07T04:00:03.763Z,,Horná,51,2019-07-07T04:00:03.763Z,ico://sk/48485357_00597
